Unnamed: 0,network_polarization,network_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,0.1176791,0.07499467568815735,-0.00086366866498506,-0.00070256729078886,-0.0054489000000000004,5.67014866237446e-06
100,0.118026259,0.07622130860328231,-0.0009692475328838861,-0.00010549730628002014,-0.005643189000000001,0.0001183349187770651
200,0.12419512,0.07984752975875467,-0.0008536193473272378,0.0016455685689670471,-0.0055021589999999995,0.00021626982410113615
300,0.125706503,0.08131616975159014,-0.0006967905142807071,0.0018088898470419502,-0.005284662,0.00012295675393837998
400,0.12827666799999998,0.08300116672923409,-0.0008649274746445246,0.0025918833126529735,-0.004797605,4.354554508424394e-05
500,0.128104309,0.08361010072208845,-0.0007135501174809544,0.0021013494969380495,-0.005139753,-1.1852408918275324e-05
600,0.127805819,0.0839262135337207,-0.0002558702263981774,0.002624601505619509,-0.005374939,-3.735670482190148e-05
700,0.129514194,0.08510153321796368,-0.0008625261435301516,0.0030880948929415575,-0.005686392,-2.255550587419332e-05
800,0.12773642899999998,0.08437769005019584,-0.0007805279975789744,0.0021282013457488776,-0.005914292,1.7581312805218786e-05
900,0.12702755500000001,0.08472731946910546,-7.065915323668573e-05,0.0021339620375901997,-0.005968394,-1.3139417939285016e-05
1000,0.129860355,0.08661128320387766,0.00024760039474817653,0.0029197970244570466,-0.005896299000000001,-1.6145067441838578e-05
1100,0.130306051,0.08715618316341395,-0.00015210828530664281,0.002377481319300716,-0.005711562999999999,2.13348765501857e-05
1200,0.13165301,0.08827816450725712,-0.00019114491526450665,0.0018047810612715712,-0.005744555,3.51530152816249e-05
1300,0.132264509,0.08837454783530267,7.801302490753041e-05,0.0013106850872890456,-0.005674445,0.00010727156091056918
1400,0.133360734,0.08891834132320266,8.336161141661978e-05,0.00238381254233965,-0.005832387,0.0001989139505070627
1500,0.132166122,0.08824021858896183,-0.0003141136881263349,0.0016604710731493958,-0.005747403,0.0003278359937350881
1600,0.132894719,0.08892316696520065,-0.0007957036001838631,0.0027442760738967354,-0.005973089,0.0004112509998118666
1700,0.13408292700000002,0.08984303818021441,-0.00030674857192703196,0.00286649416502152,-0.005663630999999999,0.0004699424785979757
1800,0.133815105,0.08987744417107518,-0.00028772218088174016,0.0024015057500809322,-0.005778302000000001,0.000579384784488821
1900,0.13352408000000002,0.09011998694419544,-0.00041262505841609365,0.0028072369558592965,-0.006034803,0.0005841800838407272
2000,0.13163141,0.08921026120247509,0.0003483965731607509,0.0009676575232921698,-0.005828195,0.0006781077395995837
2100,0.130050317,0.0887547835644523,0.00037119590685412505,0.0006369304960957262,-0.005636289,0.0007998073775224736
2200,0.129106939,0.08839369423906314,-5.206169148067609e-05,0.000969452288311427,-0.005253647,0.0009730436139596288
2300,0.129748195,0.08876568677926495,-7.938119347573876e-05,0.0017649737176707522,-0.004960148,0.0011092722905282966
2400,0.13177414799999998,0.09007429125660954,-0.0003170506554398693,0.0021278916689434655,-0.004903805,0.0012348771303503441
2500,0.13153377900000002,0.09001506432198701,0.00014109814867502188,0.0029617026513884853,-0.004941781,0.001281198320187394
2600,0.130453268,0.08941386422523703,0.00017609307065698354,0.0025620844221974485,-0.004695438,0.0012947445397154405
2700,0.13257919299999998,0.09103803436485818,-0.00014517748711763526,0.003035173666290676,-0.00470418,0.0013338032012254438
2800,0.132879842,0.09123780001714281,-0.0004360764250422707,0.0031089006305079162,-0.004620418,0.0013731562570175662
2900,0.133020889,0.09118669135925041,-0.0004479814061096383,0.0027594365597571817,-0.004424343,0.0015032881236207885
3000,0.134062381,0.09200787407501254,-2.51964218661594e-05,0.0030309793458112907,-0.004269996000000001,0.0014855188702629658
3100,0.134145225,0.09241668661811492,0.00039181231032602855,0.0032046765905304787,-0.004218326999999999,0.0015506133438738176
3200,0.13430956,0.09268312762081378,0.0003940724069474124,0.0026190788942778826,-0.0041846900000000005,0.0015960981269171068
3300,0.133352621,0.09216490740492532,0.000768759808076369,0.002584809646777338,-0.0038979179999999998,0.001592436691706903
3400,0.132314465,0.09168730412017757,0.00017997901086533042,0.001831423477369534,-0.003600961,0.0016623336033109678
3500,0.131325736,0.09103292017453372,0.00019644698535295748,0.0013967242476134538,-0.003208776,0.001687318443935728
3600,0.130480252,0.09075348898920717,0.00017870292601609498,0.002330236163790332,-0.002844073,0.0018153472649694883
3700,0.131077425,0.09138064122258557,-0.0003707985535293794,0.0016897209980142164,-0.002864726,0.0019688177205522133
3800,0.132918156,0.0927752227976062,0.00046242208943400457,0.001386498472865981,-0.0028986080000000004,0.0019750491782592077
