Unnamed: 0,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
39,4.0,-0.10524,1797.1,585.1,3452.9,59.7,525.4,0.1160687,0.07505426015082521,-0.000752695251861385,7.473291372537003e-05,-0.005934399999999999,-1.2436055765678657e-06
40,2.0,0.445429,1913.0,2588.1,1449.9,1058.1,1530.0,0.11625160000000001,0.07516742692587643,-0.0006880915227987551,0.00020864847631045942,-0.005979299999999999,-9.689456777351815e-06
41,1.0,-0.671714,1290.2,3323.0,715.0,1745.1,1577.9,0.11602870000000001,0.07500314974235134,-0.000595887051905215,0.00048589835394070006,-0.005829000000000001,4.4337681732890875e-07
42,4.0,0.701954,1961.9,3163.7,874.3,1670.9,1492.8,0.1163104,0.07518106517420393,-0.0007315087274624832,0.0005978318280104899,-0.0058366,1.3666886427976429e-05
43,4.0,0.749719,1804.4,2709.7,1328.3,1491.2,1218.5,0.1165921,0.07541683997396828,-0.0005634556445646099,0.0003891027404771,-0.005897100000000001,3.2766799697231086e-06
44,1.0,0.357057,2050.8,2498.7,1539.3,817.7,1681.0,0.11676139999999999,0.07553065763503522,-0.0005980218394935399,0.0005300056018103299,-0.0059489,7.465236575211819e-06
45,2.0,0.262092,1686.3,1929.1,2108.9,492.6,1436.5,0.11686130000000002,0.07564092962836524,-0.00056477869262117,0.00036160035586647995,-0.0059678,2.568075362725393e-06
46,1.0,0.323409,2161.2,1943.1,2094.9,575.7,1367.4,0.11698120000000001,0.07572834875205081,-0.0004695589228717901,0.00031645470204442,-0.0059816999999999995,4.032209946356379e-06
47,4.0,-0.673508,2450.5,3213.4,824.6,1687.0,1526.4,0.11678859999999999,0.07557291073636367,-0.00062359479657934,0.0005203957188952299,-0.005963099999999999,1.907728281917995e-05
48,1.0,0.686776,2057.3,3306.6,731.4,1745.2,1561.4,0.1171103,0.07571398947769899,-0.0004690263369469726,0.00026323379254449003,-0.0059591,1.775715833188681e-05
49,2.0,-0.370808,2211.0,3092.4,945.6,1092.2,2000.2,0.11694230000000001,0.07566553399602086,-0.00050373283425489,0.00030272598486696,-0.005926900000000001,2.092944859917669e-05
50,1.0,0.382281,2017.2,2217.7,1820.3,777.7,1440.0,0.11712750000000001,0.07575711905280577,-0.00046243254816828,0.00035014272670792003,-0.006000199999999999,1.8066506519740454e-05
51,0.0,-0.826821,1849.5,2733.7,1304.3,1554.8,1178.9,0.11699960000000001,0.07581754543699648,-0.00052507270413458,0.00032404274307421,-0.006054200000000001,4.1942897953279996e-05
52,4.0,-0.7165,2116.8,3053.1,984.9,1637.7,1415.4,0.116814,0.07570599926645342,-0.0005888275879387501,0.00061054180860068,-0.0060536999999999995,4.4486676418740004e-05
53,2.0,-0.621121,1981.4,3561.5,476.5,1822.9,1738.6,0.1165803,0.07568545831759521,-0.00042413341718503997,0.0003551163409129594,-0.0058736,4.70772918292e-05
54,5.0,-0.46916,2095.6,2929.0,1109.0,1239.8,1689.2,0.1163834,0.07556336477110928,-0.0005545940450789801,0.00031784278351843994,-0.0058692,4.6245420904040004e-05
55,4.0,-0.67529,1865.8,2827.6,1210.4,1435.2,1392.4,0.11617910000000001,0.0753435664151155,-0.00059462526681077,0.00058146440699858,-0.0059509,4.7269138072010006e-05
56,0.0,0.527943,2058.5,2075.0,1963.0,879.8,1195.2,0.11632400000000001,0.07540711410020734,-0.00075986400326354,0.00064244897659978,-0.005937799999999999,5.369947974074e-05
57,1.0,0.48067399999999993,2007.1,2808.1,1229.9,1188.6,1619.5,0.11672849999999999,0.0757031793215556,-0.000769201807636527,0.00036707789662540006,-0.005993,5.715873998903e-05
58,5.0,0.64602,1749.5,3403.8,634.2,1767.6,1636.2,0.117079,0.07595424966821421,-0.0006847357635596,0.0005730308723185801,-0.0059673999999999994,5.625062101480246e-05
59,0.0,-0.408563,2261.4,2064.8,1973.2,727.6,1337.2,0.1169993,0.0759379793579464,-0.00063172178521368,0.0004624753427216,-0.0059800999999999995,6.482066951216491e-05
