Unnamed: 0,network_polarization,network_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,0.1173994,0.07480948370299294,-0.0009636053682936862,-0.00046464112333245,-0.0053746,1.8253106874638936e-05
100,0.11812689900000001,0.07513739003303281,-0.0001099392971560137,0.001184660196160961,-0.007145215,0.00013572536561984587
200,0.132485316,0.0854692780391166,0.00020425471123695753,0.0020979629969768467,-0.008622658,0.00021822261638410946
300,0.131904642,0.08520634469693786,-2.6186906835188596e-05,0.0034251574085467644,-0.009146217,0.00036973382937001463
400,0.138135887,0.0892318506277067,0.0011877892142412878,0.0051676887293681684,-0.011107837,0.0004780688221356718
500,0.135641379,0.08828367958955945,0.002863390589863516,0.006516439801966693,-0.011569441,0.0006584037676827779
600,0.13450077,0.08816092792867991,0.004436800983773215,0.007713960311920074,-0.011808493,0.0010584239208548082
700,0.137102948,0.08988716637929135,0.004987760100238989,0.009179018690922315,-0.013108825,0.0012941039047464254
800,0.134914228,0.08834771044542215,0.005563787978547616,0.009846256209650291,-0.012133412000000001,0.0016241983428771083
900,0.135004418,0.08830805330343866,0.005428726781794922,0.010628069909327797,-0.012153497999999999,0.0017737789271716846
1000,0.13624465900000002,0.08964887366204331,0.005845987695800364,0.013388314295877037,-0.012430426000000001,0.0023345847422981607
1100,0.137602269,0.09111929924590191,0.005762002335867325,0.014013245319547604,-0.012644724999999999,0.00302694544598114
1200,0.139179399,0.09254285786566882,0.00584978543715323,0.014303699645606831,-0.012787989000000001,0.003666590814268345
1300,0.139333175,0.09319069079976725,0.006253747201941869,0.013649330617246179,-0.012180099999999998,0.004259428024560733
1400,0.139529077,0.0937702829036786,0.00626135574697037,0.013994945206321241,-0.011833324000000001,0.004849383410373279
1500,0.13900594700000002,0.09334594420962347,0.0066025479730855985,0.014061910185765707,-0.011394912,0.005494119747300039
1600,0.13993383799999998,0.09431546019454555,0.005981337543966165,0.013667265030036407,-0.011212156000000003,0.0059071089857485855
1700,0.14040064600000002,0.09508615352753821,0.0058015817604168156,0.012187203528821926,-0.010991375999999999,0.006659984962928946
1800,0.140747332,0.09571474182486835,0.006599227061965814,0.012317309579591484,-0.011701284999999999,0.0073524179107862155
1900,0.139998522,0.09518115135225517,0.006775212113991531,0.01277596504781504,-0.012253444,0.007938051797679974
2000,0.139015262,0.0943398643619391,0.0074516577086959045,0.011832099889660903,-0.012054057,0.008569258224647278
2100,0.138495803,0.09455317205917733,0.007919670325072951,0.010291971373237141,-0.011399406,0.00919559419660018
2200,0.13843055699999998,0.09469375519791422,0.008084162252539606,0.009041362976423691,-0.010872478999999999,0.0097151046140338
2300,0.138713085,0.09480202311901413,0.008802359622172821,0.009343654489076557,-0.010381875,0.010496438387047877
2400,0.14006713099999998,0.0961217615721529,0.008059344014276833,0.010742341956218307,-0.010514676,0.011208681247127405
2500,0.140032507,0.09577591752835357,0.00764347675347112,0.009835492376618887,-0.010724832,0.012212756736953411
2600,0.13941873400000002,0.0948500589211942,0.007019909107120047,0.00859927138237641,-0.010481869999999999,0.013166200973807447
2700,0.14026510199999997,0.09516849617139282,0.007013330535799049,0.009385001299314693,-0.0106399,0.014209061205798403
2800,0.1407878,0.09533361282447204,0.0071189285945250326,0.010439079045449988,-0.010510315999999999,0.015361804935312197
2900,0.14059769600000002,0.09502412482809575,0.006861057449550453,0.010234605114577053,-0.010787211000000001,0.016542166233032476
3000,0.140832262,0.09533094050213682,0.007273000621858666,0.009927993907377504,-0.010881763,0.017653138684597693
3100,0.140583075,0.09522070253786614,0.008297465510971169,0.010994355021913706,-0.010708401999999999,0.01888982947518955
3200,0.141048113,0.09575949572614872,0.00866197559383577,0.010935909891843332,-0.010732596,0.019974017083296564
3300,0.140401077,0.09549203779745208,0.00883614094116652,0.010482811633658133,-0.010288081,0.021000458925079145
3400,0.14067728000000002,0.09567078989524673,0.009727392389203946,0.010833746485772624,-0.010117181,0.022172452670691484
3500,0.14075717899999998,0.0960241805192274,0.009478005960590168,0.011393935224271236,-0.009877095,0.02345906014712833
3600,0.140685088,0.0957045130057356,0.008995403252176985,0.010986391080387035,-0.009435953,0.024678069726625545
3700,0.140873895,0.09583071540757883,0.009425301133194078,0.010025896081977155,-0.009130492,0.025987057921155143
3800,0.141461914,0.09675182121320546,0.0087393462320166,0.010291968460286939,-0.008795461,0.027501215829029903
3900,0.14129072,0.09653905535836703,0.009235303185736803,0.010292651883015458,-0.008493826999999999,0.0288342211960862
4000,0.140818163,0.09618701316825559,0.00880951143748207,0.0100769520389821,-0.008224664,0.029954256965130308
4100,0.140104125,0.09560022181131389,0.008739686598543978,0.010070507284097596,-0.007935936,0.031228897402614444
4200,0.140293208,0.09584031759539725,0.00826178262579093,0.010612465061619569,-0.007807218,0.032725588157990704
4300,0.140520471,0.09591091449912963,0.008509103249704643,0.009930035614114372,-0.0077882049999999994,0.03393833435735129
4400,0.14051453,0.09599612726983997,0.009059823144115619,0.009198011003200475,-0.007797775,0.0351825965128095
4500,0.14092652,0.09628592446353786,0.009010814273280744,0.009448581191681411,-0.008046301,0.03618802372373587
4600,0.141940948,0.09726901398103455,0.008676838632487041,0.009220734988952607,-0.007956219,0.03738387453282706
4700,0.14184666099999999,0.09741660578512704,0.00835028280022793,0.008861764659939701,-0.007613839,0.03876997256119487
4800,0.141300708,0.09718038051001444,0.008181940440844549,0.009358818129249874,-0.007168992,0.040515747161833836
4900,0.141670853,0.09771973251680426,0.008585964428048102,0.009769307715029311,-0.006937967000000001,0.042042147093438204
