,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction,user_activity
24,3.0,-0.17273,2756,1800,2238,323,1477,0.117011,0.07007988046287718,0.0023079215194917973,-0.0009271369538253127,-0.03275,0.0002297708168890268,0.8908914084008099
25,1.0,-0.587247,1843,652,3386,330,322,0.116919,0.07008411063025813,0.0021650983984667334,-0.0005909178982199816,-0.032662,0.0002700575957946965,0.8908916080799383
26,4.0,0.931225,853,3313,725,2121,1192,0.117228,0.07010636605699318,0.0016267409601941286,-0.0008606552171693788,-0.033134,0.0001693570758640206,0.8907909075600078
27,3.0,0.460005,1141,3162,876,1393,1769,0.117449,0.07005366927347577,0.001467058061917647,-0.0005611776306938283,-0.033255,0.00019101523382391168,0.8908125657179676
28,0.0,-0.838253,2756,3635,403,2212,1423,0.117355,0.07010832137615791,0.0015465145374358778,-0.0009136507197341334,-0.033142,0.00022109774806010872,0.8908125657179676
29,1.0,0.335564,1609,3132,906,1075,2057,0.117551,0.07017412826365663,0.0016526073493304085,-0.0009470860353214652,-0.033215,0.0001998921649949936,0.8907913601349026
30,3.0,-0.331349,2756,2695,1343,923,1772,0.11737,0.06985738302788143,0.0011738937213234698,-0.0008896312011902685,-0.033186,0.00019756585072578506,0.8907890338206333
31,5.0,0.650553,710,3,4035,1,2,0.117361,0.0698511466280569,0.0011738937213234698,-0.0008896312011902685,-0.033187,0.00016277674451137557,0.890754244714419
32,0.0,-0.570672,2756,3273,765,1596,1677,0.117133,0.06993521419815302,0.0014508775111220565,-0.00018346699474284877,-0.033071,0.00015762064151558452,0.8907490886114231
33,0.0,-0.245424,2756,3354,684,814,2540,0.117074,0.06984445567016609,0.00125498377931413,-0.00024119010091412193,-0.03307,0.00012221432807166276,0.8907136822979793
34,1.0,-0.556553,2756,3790,248,1893,1897,0.116785,0.06977257373893202,0.0003241651392368962,-0.00011451232158182189,-0.032784,0.0001399417536720589,0.8907211647152442
35,3.0,0.062427,2550,209,3829,17,192,0.116786,0.06977471308121537,0.0003241651392368962,-0.00011451232158182189,-0.032785,0.00014030696288225942,0.8907211647152442
36,4.0,-0.551645,3798,437,3601,190,247,0.116749,0.06985796901932852,0.0003518164352860055,-0.0004503085683935763,-0.032682,0.00015427507132494323,0.8907211647152442
37,1.0,0.52511,710,3,4035,1,2,0.116745,0.06985578398906853,0.0003518164352860055,-0.0004503085683935763,-0.032684,0.00011355192203056344,0.8906804415659497
38,1.0,-0.489366,2756,3048,990,1392,1656,0.116531,0.06994621724250981,0.0007128725600971154,-0.0010831500505536387,-0.032449,5.1778537529449314e-05,0.8906186681814487
39,4.0,-0.10524,2106,1357,2681,136,1221,0.116492,0.07000841188700144,0.0009577801167465883,-0.0010831500505536387,-0.032409,5.6524699945889026e-05,0.890623414343865
40,2.0,0.445429,2756,3640,398,1525,2115,0.116679,0.07008412787095473,0.0006671286243676432,-0.0007730453380981124,-0.032365,7.71896046252651e-05,0.8906440792485445
41,1.0,-0.671714,770,3966,72,2218,1748,0.116544,0.06996908627407497,0.00043828047682578923,-0.0007284879900219724,-0.032213,8.007176742683867e-05,0.8906469614113461
42,4.0,0.701954,2756,3093,945,1758,1335,0.116925,0.06999746170761177,0.00047389694576594843,-0.00118931814942817,-0.032641,3.178097762738338e-05,0.8905986706215466
43,4.0,0.749719,1266,3753,285,2149,1604,0.117104,0.0700009257517431,0.0008656886405442461,-0.00044781951268444363,-0.03293,3.036637005125068e-05,0.8905972560139704
44,1.0,0.357057,1171,3432,606,1173,2259,0.117421,0.07030872828027751,0.0003074434279853317,-0.0011334765851346784,-0.033161,3.558630072716057e-05,0.8905986706215466
45,2.0,0.262092,2900,2795,1243,757,2038,0.117476,0.07039996739761469,0.00019577857221715893,-0.0011334765851346784,-0.033173,4.6892911274325684e-05,0.8905986706215466
46,1.0,0.323409,3798,3515,523,1123,2392,0.117742,0.07039375965473035,0.0003487626592097368,-7.342974597766082e-05,-0.033342,4.4931881316415355e-05,0.8905967095915888
47,4.0,-0.673508,2756,3707,331,2006,1701,0.117356,0.07055818221205572,0.00047959046765113674,0.0008220950427926288,-0.032651,9.502434232161462e-05,0.8905967095915888
48,1.0,0.686776,3091,3927,111,2214,1713,0.117578,0.07079397532981459,0.0005464059215113964,-0.00015110287291988472,-0.032765,8.696048811442046e-05,0.8905886457373815
49,2.0,-0.370808,554,3237,801,1162,2075,0.117433,0.07076416631675543,0.0003382717780116347,-9.746401440274388e-05,-0.032777,7.095632866901319e-05,0.8905726415779361
50,1.0,0.382281,2948,2930,1108,1128,1802,0.117685,0.0707899633749454,0.0002602267221760132,-7.413196438321167e-05,-0.032904,6.527166524847456e-05,0.8905669569145156
51,0.0,-0.826821,3098,3706,332,2225,1481,0.1175,0.07090473588532621,0.0004972860518338764,0.0003606442442573683,-0.032813,8.735536583442821e-05,0.8905689179444736
52,4.0,-0.7165,3798,3910,128,2202,1708,0.117247,0.07093784020415715,0.0008690174106185235,0.0007549025565860966,-0.032436,7.816016900352946e-05,0.8905597227476425
53,2.0,-0.621121,662,3780,258,1960,1820,0.117029,0.07057975668702553,0.0009347583002421417,0.0007549025565860966,-0.032476,7.142300633950368e-05,0.8905529855849785
54,5.0,-0.46916,2953,3930,108,1684,2246,0.116924,0.0706287729972123,0.0009634460154244951,0.0009967982630548638,-0.032346,9.049158148186565e-05,0.890572054160121
55,4.0,-0.67529,514,2811,1227,1520,1291,0.116727,0.07071816377036844,0.0009124601082460637,0.0017230652860836756,-0.031993,9.788852379431923e-05,0.8905794511024334
56,0.0,0.527943,2938,720,3318,321,399,0.116725,0.0708809112152252,0.0011884608675678794,0.0017230652860836756,-0.031986,9.560338855676298e-05,0.8905771659671958
57,1.0,0.480674,3798,668,3370,289,379,0.116783,0.07076403777666578,0.0012580882508782005,0.0015555769423975518,-0.032039,0.00011351025906926604,0.8905950728377083
58,5.0,0.64602,1196,3896,142,2049,1847,0.11696,0.07070446992463068,0.0012911256698346222,0.001502445849290703,-0.032249,0.00012235018644402875,0.890603912765083
59,0.0,-0.408563,1736,3414,624,1292,2122,0.116731,0.07081726638937515,0.0017173820073283813,0.002752403622392916,-0.032162,0.00011765146563854888,0.8905992140442777
60,2.0,0.548847,2756,2837,1201,1387,1450,0.1169,0.07083711947839488,0.0013535000926057467,0.0029330830869650167,-0.032185,0.0001284865733384746,0.8906100491519775
61,0.0,0.428672,999,2058,1980,833,1225,0.116976,0.07087076822488671,0.0017142965848385885,0.0029330830869650167,-0.032216,0.00013540982697268395,0.8906169724056117
62,4.0,0.552901,834,3263,775,1537,1726,0.117276,0.0708281720474056,0.0012232968857330954,0.0032743645632832366,-0.032467,0.00012176400870083451,0.8906033265873399
63,3.0,0.778063,1141,3699,339,2262,1437,0.117607,0.07107235108251482,0.0008486013460555991,0.005706800088700709,-0.032492,0.00010778857748848819,0.8905893511561276
64,1.0,-0.536411,2756,3552,486,1722,1830,0.117398,0.07115688420567783,0.0006979347677865685,0.004690433762417978,-0.032273,0.00014627617342807724,0.890594049876933
65,0.0,-0.623669,2756,3709,329,1856,1853,0.117329,0.0710466699530877,0.0011914030831624038,0.004690433762417978,-0.032145,0.00012934089241792626,0.8905771145959228
66,3.0,0.509756,1141,3166,872,1505,1661,0.117548,0.07123546128734227,0.0008699606210673217,0.0036699921259668346,-0.032164,0.00013372343760237787,0.8905771145959228
67,0.0,0.655686,2010,3691,347,1909,1782,0.117856,0.07170645755586172,0.0011168567795031613,0.0034381848591033834,-0.032202,0.00011800247531798397,0.8905613936336385
68,4.0,-0.339661,3798,373,3665,102,271,0.117838,0.07174794558217105,0.001238254516034284,0.0034381848591033834,-0.032173,0.00011399169857306516,0.8905573828568937
69,4.0,0.55661,2756,2816,1222,1347,1469,0.118202,0.07178606146804087,0.0009104890788714684,0.002964372741131819,-0.032507,9.622673199718003e-05,0.8905396178903177
70,2.0,0.649722,2756,3926,112,2086,1840,0.118361,0.07194154540931044,0.0011288826135068557,0.0031994558496775565,-0.032482,7.937621825615502e-05,0.8905227673765767
71,0.0,0.676847,2010,3508,530,1864,1644,0.118667,0.07216585101653498,0.0014729523989909167,0.003863814744953048,-0.032467,4.355606475281261e-05,0.8904869472230734
72,3.0,0.768761,2432,3830,208,2318,1512,0.118913,0.07221329143679045,0.0022667141074695332,0.005242743434212464,-0.032519,6.219896502355993e-05,0.8905055901233441
73,0.0,-0.505987,1467,3233,805,1412,1821,0.118672,0.07177229684215651,0.0018224763771959025,0.005342552281919849,-0.032427,7.28301814962842e-05,0.8905162213398167
74,0.0,0.50125,3802,5,4033,0,5,0.118672,0.07177251643604968,0.0018224763771959025,0.005342552281919849,-0.032427,7.311203343983455e-05,0.8905162213398167
75,4.0,-0.412028,2756,2787,1251,1069,1718,0.118315,0.07161124001224718,0.0020324984036406697,0.006132435114069463,-0.032071,8.460202466178416e-05,0.8905191099846208
76,4.0,0.505494,1761,3064,974,1385,1679,0.118568,0.07166878103727613,0.0024600844870565765,0.005682624757487521,-0.032288,6.761158148277945e-05,0.8905021195414419
77,5.0,0.41513,1196,3412,626,1320,2092,0.118905,0.07162203171693561,0.0022951263408286814,0.006225813772425775,-0.032536,9.73477042854534e-05,0.8905318556642445
78,2.0,-0.426455,3458,2838,1200,1133,1705,0.118772,0.0715175360583847,0.0029989681238230437,0.00605854587361387,-0.032532,0.0001110475309752281,0.8905318556642445
79,5.0,-0.271491,1750,1,4037,0,1,0.118772,0.0715176314820291,0.0029989681238230437,0.00605854587361387,-0.032532,0.00011166580282469581,0.8905324739360939
80,1.0,-0.600844,1362,3887,151,2017,1870,0.118579,0.071472283342467,0.0030497808402325847,0.004973542181698799,-0.032421,0.00012631504993806773,0.8905471231832074
81,0.0,0.826338,3731,3961,77,2344,1617,0.118649,0.07147667292339013,0.0029505804688348884,0.004971270767417691,-0.032447,9.363748123294268e-05,0.8905144456145022
82,1.0,-0.335564,2756,3630,408,1193,2437,0.118363,0.07139509112093533,0.0027540970133300346,0.005356858887093121,-0.032291,9.393780309478968e-05,0.8905144456145022
83,0.0,-0.552554,2983,1076,2962,498,578,0.118335,0.07142077119430107,0.003117779191238385,0.005356858887093121,-0.032272,9.902656268874855e-05,0.8905144456145022
84,1.0,0.669822,3019,3776,262,2058,1718,0.118647,0.0714720207978861,0.002953437137475511,0.005065684308599994,-0.032546,6.354591566390742e-05,0.8904789649674774
85,5.0,-0.51065,2756,3123,915,1442,1681,0.118438,0.07156670466542994,0.003238422501699894,0.004633250626056984,-0.032348,6.0478691928659435e-05,0.8904758977437421
86,1.0,-0.624921,2756,3927,111,2063,1864,0.118132,0.07126294887366641,0.0027383935625983195,0.0018695667145321444,-0.032172,6.445336882888227e-05,0.8904798724206423
87,5.0,0.368528,3898,3858,180,1328,2530,0.118213,0.07116514092096962,0.002593170226200251,0.002019422080831742,-0.032272,0.00011445646365433413,0.8905298755154677
88,4.0,0.780724,3929,429,3609,215,214,0.118304,0.07119711070431675,0.0024570764785395837,0.0017291934326558688,-0.032338,8.238535694475247e-05,0.8904978044087583
89,2.0,-0.561024,1473,3730,308,1823,1907,0.118137,0.07124054715633356,0.0024249111721227293,0.002319300298968787,-0.032332,5.790378972514368e-05,0.8904733228415386
90,0.0,0.534075,2010,192,3846,102,90,0.118132,0.07123828112263139,0.0025155100488997465,0.002319300298968787,-0.032325,6.339474788310356e-05,0.8904733228415386
91,4.0,0.41089,2756,2655,1383,1025,1630,0.118544,0.07131544579739063,0.0021575870681156614,0.0016319764239143889,-0.032668,5.519336140130114e-05,0.8904651214550569
92,2.0,0.428074,1157,2791,1247,1146,1645,0.118669,0.07149450967902271,0.00195909505285223,0.0018953190106754897,-0.03262,6.680071470657474e-05,0.890476728808362
93,2.0,0.344684,2756,2793,1245,927,1866,0.118824,0.07152803695127728,0.001354880587581537,0.0018953190106754897,-0.032582,6.176943427412446e-05,0.8904716975279297
94,1.0,0.6983,2756,3685,353,2030,1655,0.119132,0.07186947712250465,0.0016665754328306272,0.00254025942488228,-0.032732,5.5323546678184856e-05,0.8904652516403336
95,5.0,-0.568913,2756,3954,84,1959,1995,0.118976,0.0718547339396729,0.002204930701709038,0.002361087451479696,-0.032588,-3.602985762981217e-05,0.8903738982360256
96,4.0,0.540474,2990,3610,428,1708,1902,0.119279,0.07180006266027064,0.0017974203078860473,0.002123024725910772,-0.032894,-3.0251419278735177e-05,0.8903796766743768
97,2.0,-0.320614,3139,2956,1082,932,2024,0.119184,0.07171620722592657,0.0017459503667321447,0.002369453597083778,-0.032944,-3.576337768428111e-05,0.8903741647159712
98,0.0,0.217357,92,49,3989,14,35,0.119186,0.07171905301345255,0.0017459503667321447,0.002369453597083778,-0.032945,-3.958804344313228e-05,0.8903703400502124
99,2.0,0.506019,3332,3030,1008,1372,1658,0.119483,0.07190702154064618,0.001806239558456262,0.003849410510211727,-0.032922,-2.6950336089827024e-05,0.8903829777575658
100,5.0,0.399902,1196,3615,423,1341,2274,0.11976,0.07182608671331982,0.0018213035709086563,0.0037586876434295216,-0.033128,-2.703541352923721e-05,0.8903828926801263
101,0.0,-0.429825,2756,727,3311,267,460,0.119711,0.0718815973618806,0.0018056587398047655,0.0037081977944699277,-0.033133,-5.825534846394927e-06,0.8904041025588092
102,0.0,0.27549,2010,191,3847,58,133,0.11972,0.07184176644270691,0.0018587631674123089,0.0037081977944699277,-0.03313,-7.425770053129317e-06,0.8904025023236024
103,4.0,-0.721235,2756,3217,821,1802,1415,0.11938,0.07182096183170047,0.0024874840250475533,0.00425237780181364,-0.032794,-4.4350318953209836e-07,0.8904094845904661
104,1.0,0.412498,3798,3131,907,1247,1884,0.119754,0.07191507782423681,0.002550121346817073,0.004779990642328289,-0.033003,-3.2190296950363985e-05,0.8903777377967053
105,5.0,0.491704,3099,3841,197,1720,2121,0.119932,0.07196572413193968,0.0018678970333785886,0.005424606620147272,-0.033121,4.698271617169592e-05,0.8904569108098273
106,3.0,0.532144,1365,3761,277,1847,1914,0.120308,0.07220577511033995,0.00223596180881108,0.006950133014327756,-0.033121,8.060433428442655e-06,0.890417988527084
107,0.0,0.954546,2010,3799,239,2369,1430,0.120678,0.07250488280935202,0.0022570143977039686,0.006961715715332105,-0.033256,-1.1137969641624189e-05,0.8903987901240139
108,0.0,0.675018,2273,3637,401,1912,1725,0.120856,0.07254323375089616,0.0013457848075273378,0.007448561475682669,-0.033302,-1.3332075366619421e-05,0.8903965960182889
109,5.0,0.571205,1196,3808,230,1895,1913,0.121166,0.07252770259183326,0.0011836707027877932,0.008975893236092488,-0.033514,-1.5529473944768207e-05,0.8903943986197108
110,1.0,0.680443,3798,3667,371,2001,1666,0.121331,0.0726807803451899,0.0014079347902722639,0.009517399903814014,-0.033527,-2.0667817486540294e-05,0.890389260276169
111,5.0,0.285144,259,244,3794,71,173,0.121375,0.07265868370735913,0.0014079347902722639,0.009517399903814014,-0.033547,-2.7505696569734458e-05,0.8903824223970859
112,2.0,0.443164,3305,3548,490,1447,2101,0.121555,0.07283292399548535,0.0008715696640144432,0.009441337196268464,-0.033485,-2.9154480922296963e-05,0.8903807736127333
113,3.0,0.716898,3311,3825,213,2248,1577,0.121768,0.07282044197805997,0.0012903032172151831,0.008882698338722232,-0.033542,-4.3915700696168394e-05,0.8903660123929594
114,2.0,-0.509061,3458,3091,947,1406,1685,0.121698,0.07270386065029437,0.0013299650853184262,0.00902217107948119,-0.033545,-3.785573105236932e-05,0.8903720723626032
115,5.0,0.611673,1196,3814,224,1957,1857,0.122112,0.07285628756069039,0.0015074011932010873,0.009914306680195877,-0.033823,-4.7671076885046186e-05,0.8903622570167706
116,1.0,0.517297,3798,3570,468,1671,1899,0.122473,0.0729566616342571,0.0012173375393659783,0.008726314286009824,-0.033962,-8.834032669935665e-05,0.8903215877669562
117,1.0,-0.72589,2756,3693,345,2104,1589,0.121979,0.07287545832436379,0.0018750338238007023,0.010361379930874076,-0.033716,-7.660105955402364e-05,0.8903333270341015
118,0.0,-0.458722,2862,3351,687,1370,1981,0.121825,0.07279308352849452,0.0021849054913597164,0.009356324868323685,-0.033661,-8.291621181943587e-05,0.8903270118818362
119,1.0,0.473283,2854,3500,538,1539,1961,0.122256,0.07282221663488916,0.002341475924920943,0.008351120805641613,-0.033849,-5.537157205711846e-05,0.8903545565215985
120,2.0,-0.619674,776,3778,260,1934,1844,0.122032,0.07253027776333201,0.0020857611269642857,0.008297889924563661,-0.033843,-4.936431778625937e-05,0.8903605637758693
121,5.0,0.418555,194,3721,317,1507,2214,0.122515,0.07249804914083133,0.0024294699811178164,0.0070148924034892516,-0.034162,-3.372406029678175e-05,0.8903606488533087
122,3.0,0.290255,3054,3703,335,1151,2552,0.122658,0.07263860421592994,0.0026629434766517546,0.007330665469714476,-0.034204,-3.49463546551824e-05,0.8903594265589503
123,5.0,0.0,1196,5,4033,0,5,0.122658,0.07263860421592994,0.0026629434766517546,0.007330665469714476,-0.034204,-3.49463546551824e-05,0.8903594265589503
124,4.0,-0.457828,3798,401,3637,157,244,0.122582,0.07260308567267655,0.0025462722114669087,0.007330665469714476,-0.034146,-4.039682754451146e-05,0.890353976086061
125,1.0,-0.382328,876,3298,740,1256,2042,0.122222,0.07253906352417928,0.002301895177793084,0.006748676507912765,-0.033968,-2.4850009025075952e-05,0.8903695229045805
126,3.0,-0.75843,2756,3287,751,1991,1296,0.122131,0.07255278791594857,0.0024363397787650295,0.007793146220722753,-0.033893,-2.090598822784893e-05,0.8903695229045805
127,3.0,0.367183,1141,3161,877,1190,1971,0.122319,0.07277074260578789,0.0023469805064396014,0.00764720615198915,-0.033924,-7.4194857932529e-06,0.8903695229045805
128,4.0,-0.688897,3798,457,3581,233,224,0.122246,0.07276671962831435,0.002228497304473825,0.00784251910825751,-0.033787,-3.151959720696919e-05,0.8903454227931668
129,0.0,-0.532867,2756,3314,724,1495,1819,0.122085,0.07270584289928138,0.0022166763429139003,0.008535382242149402,-0.033726,-2.9225539271836715e-05,0.8903477168511018
130,5.0,0.33696,1196,3827,211,1272,2555,0.122381,0.07287278578133455,0.002280971968023022,0.010250250904312063,-0.033866,-3.232404385217836e-05,0.8903446183465216
131,3.0,0.365158,3847,3751,287,1404,2347,0.122573,0.07303606640876756,0.0023281007529502495,0.010413724444485175,-0.033926,-3.951137982642942e-05,0.8903374310105473
132,1.0,-0.73025,744,3904,134,2229,1675,0.122364,0.07311180238169328,0.0019313238181502248,0.010596240887606839,-0.033713,-3.012765748291507e-05,0.8903468147328908
133,3.0,0.476745,1141,3892,146,1794,2098,0.122691,0.07333395248987996,0.0016371184375872016,0.011590281629733818,-0.033769,-2.137576344973854e-05,0.8903555666269239
134,1.0,0.511795,1569,3496,542,1609,1887,0.123191,0.07352286678128388,0.0009021296437840992,0.011052284280139288,-0.033933,-3.9152279914209955e-05,0.8903377901104594
135,0.0,-0.377927,2756,3204,834,1137,2067,0.123036,0.07359028140950466,0.00038730331064200905,0.010345721599996638,-0.033876,-5.557126976318247e-05,0.8903213711206104
136,0.0,0.552694,2010,3735,303,1742,1993,0.123221,0.07374210120466876,0.00015660230400249065,0.01066344336401802,-0.03392,-6.307009372951078e-05,0.8903138722966442
137,5.0,0.730716,1196,3856,182,2234,1622,0.123745,0.07403058720612028,0.0007310932429993561,0.012085797228116939,-0.03413,5.458794043736222e-05,0.8903460741844877
138,5.0,-0.418555,2756,3851,187,1565,2286,0.123412,0.0738955757431427,0.00041005521547226464,0.012072354333127056,-0.033973,5.559648025110136e-05,0.8903470827243014
139,3.0,0.273248,654,3287,751,999,2288,0.123686,0.07410724455609471,0.0006302238177993162,0.010797856360421968,-0.033983,5.7851650672822905e-05,0.8903470827243014
140,2.0,-0.284499,3458,2719,1319,754,1965,0.123626,0.07411535850351358,0.0010617713105312368,0.010797856360421968,-0.033979,5.190842215091154e-05,0.8903411394957796
141,3.0,0.676498,1141,3830,208,2187,1643,0.123866,0.0744664815277746,0.0011652827159554472,0.01057355326586257,-0.033976,4.8014583506268224e-05,0.8903372456571349
142,4.0,-0.526674,3405,2783,1255,1278,1505,0.123622,0.0746376125710679,0.0010977699847028457,0.010653184001983054,-0.033768,6.101084114810644e-05,0.8903502419147766
143,5.0,-0.593031,2756,3828,210,1967,1861,0.123176,0.07455821571328784,0.0016501678766551032,0.01186845108190352,-0.0334,2.7233396235999478e-05,0.8903164644698646
144,3.0,-0.366327,397,3827,211,1461,2366,0.122814,0.07430045518466091,0.0014697716164460953,0.011017811644951914,-0.033351,3.165708761349001e-05,0.8903208881612421
145,0.0,0.441231,2571,3671,367,1467,2204,0.122935,0.07435229160483456,0.0015055134534322071,0.010763653923333111,-0.033426,2.9826959143846817e-05,0.8903190580327723
146,3.0,-0.425844,2756,3771,267,1626,2145,0.122561,0.07389236139838318,0.0009661370582841652,0.00780910365439533,-0.033345,1.9581730676954564e-05,0.8903088128043055
147,4.0,-0.616556,830,3415,623,1713,1702,0.122172,0.0742894923639895,0.0013600670482704367,0.007012255398739286,-0.032834,7.556105522213293e-06,0.8902967871791507
148,1.0,0.423264,1096,3570,468,1433,2137,0.122525,0.07450137164421952,0.0016872104932571237,0.008236681502705711,-0.032981,7.1772865076057295e-06,0.8902964083601361
149,4.0,0.317707,2756,2639,1399,806,1833,0.122812,0.074476786764878,0.0017431566970674767,0.007892059186411624,-0.033241,7.71370641352304e-06,0.8902969447800421
150,2.0,0.28717,2756,2624,1414,749,1875,0.122997,0.07468911199192929,0.0014048154118293116,0.00791657905355731,-0.033179,9.538172040328356e-06,0.8902987692456689
151,0.0,-0.19839,2979,689,3349,127,562,0.122992,0.07469006045791673,0.0014579688716483785,0.00791657905355731,-0.03317,9.205604788425714e-06,0.890298436678417
152,4.0,-0.881718,3798,3751,287,2283,1468,0.122643,0.07494885209306246,0.0017994207103846829,0.006987493526509771,-0.03258,-6.364226853069715e-06,0.8902828668467755
153,0.0,-0.432427,1555,3651,387,1439,2212,0.122544,0.07484293103422932,0.0016882475651770897,0.006987493526509771,-0.032517,-3.215437911107493e-06,0.8902860156357174
154,2.0,0.475351,981,3085,953,1329,1756,0.122659,0.07496755342742459,0.0016446275517748305,0.006932825582744073,-0.032513,-9.896229404051691e-07,0.8902860156357174
155,4.0,-0.302225,3798,87,3951,20,67,0.122657,0.07496537196300973,0.0016446275517748305,0.006932825582744073,-0.032509,5.919556930850097e-06,0.8902929248155887
156,0.0,-0.339213,2756,2756,1282,871,1885,0.122619,0.0749983481005787,0.0016434570717210085,0.006932825582744073,-0.03248,3.1165748945924997e-06,0.8902901218335525
157,4.0,-0.34042,3870,228,3810,57,171,0.122602,0.07499830021984094,0.0016397727518837623,0.006932825582744073,-0.032467,-2.9300620617498224e-06,0.8902840751965961
158,5.0,-0.381985,2756,3775,263,1428,2347,0.122283,0.07491266213509735,0.002115372539826459,0.006844163504446337,-0.032226,-6.624652306860006e-06,0.8902803806063511
159,4.0,0.494818,1992,211,3827,88,123,0.122287,0.07491808087536847,0.002272123453392808,0.006844163504446337,-0.032226,3.6801119558641184e-06,0.8902803806063511
160,3.0,0.632003,3968,3764,274,2079,1685,0.122657,0.07514093904005892,0.0021021897056265992,0.008394985362723432,-0.032318,-2.7124641696029924e-05,0.890249575852699
161,5.0,0.662249,1196,3843,195,2108,1735,0.123194,0.07523638437352634,0.002330781887738078,0.011419698483467614,-0.032582,-4.892162114638892e-05,0.8902277788732488
