,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,2.0,-0.459769,1445,755,3283,311,444,0.120109,0.06933958451766416,-0.001729949931522298,-0.0007427363664147742,-0.039355,-2.2050557068581335e-05
1,5.0,-0.455548,830,3009,1029,1237,1772,0.119894,0.06890799434146148,-0.0018981324832666143,-0.0005490664458448161,-0.039613,-2.967407774201535e-05
2,4.0,-0.672528,2022,184,3854,81,103,0.119885,0.06890477638553177,-0.0016100325578835121,-0.0005490664458448161,-0.039629,-4.391718556573409e-05
3,3.0,-0.597208,2478,3059,979,1493,1566,0.119634,0.0688569090273284,-0.0020566649280849736,-0.0004691188624944441,-0.039349,-2.1824885491458285e-05
4,4.0,-0.698781,2022,184,3854,75,109,0.119632,0.06885711400911432,-0.0021968244992273283,-0.0004691188624944441,-0.039363,-3.662398799207725e-05
5,0.0,-0.368672,144,259,3779,91,168,0.119566,0.06890761116047414,-0.002125274278996684,-0.0004691188624944441,-0.039299,-2.673548011058843e-05
6,1.0,-0.61331,2840,3839,199,1947,1892,0.118933,0.06900635050302475,-0.0025439303949366865,-0.00020131836837275927,-0.038381,-3.1023001774366594e-05
7,4.0,-0.17765,3809,79,3959,11,68,0.118929,0.06900343481672613,-0.0025439303949366865,-0.00020131836837275927,-0.038383,-3.0430862631014277e-05
8,5.0,0.720011,2677,3872,166,2120,1752,0.11936,0.06935774297644635,-0.002756346902728611,-0.00016174460204017356,-0.03803,-7.15280401502022e-05
9,0.0,-0.663821,42,3671,367,2005,1666,0.119004,0.06934351517594646,-0.002193096010681912,0.0002037307738751424,-0.037725,-7.73227764710737e-05
10,1.0,0.33854,235,206,3832,62,144,0.119038,0.06930812465621933,-0.002199013071263629,0.0002037307738751424,-0.037775,-8.589547541499119e-05
11,0.0,-0.744866,2677,3623,415,2060,1563,0.118462,0.06935898420621098,-0.0018765960517484622,-0.0003084685145816594,-0.037076,-5.584341868241948e-05
12,3.0,0.593472,2022,174,3864,81,93,0.118494,0.06940206167809793,-0.00201533503684083,-0.0003084685145816594,-0.037116,-7.518366379259526e-05
13,3.0,0.364569,121,193,3845,56,137,0.118525,0.069417272664021,-0.0018633965477166962,-0.0003084685145816594,-0.037147,-7.265490667449672e-05
14,1.0,0.672398,2677,3842,196,2016,1826,0.119341,0.06940801732332752,-0.0014630272950681372,0.0004438084153850268,-0.038045,-6.716191954897061e-05
15,3.0,0.814067,1712,3671,367,2087,1584,0.119635,0.06939345588768246,-0.001101933160770665,0.00039844407822523263,-0.038229,-0.0001266894139782848
16,4.0,-0.85685,1304,3925,113,2242,1683,0.119464,0.0687517541216408,-0.000831740642227367,-0.0007354602233702512,-0.038816,-0.00011762385319591294
17,0.0,-0.785117,3580,3306,732,1889,1417,0.119187,0.06885603235743235,-0.000561862334406105,-0.001071667367029858,-0.038383,-4.028082274283047e-05
18,2.0,-0.39117,3291,2719,1319,952,1767,0.118848,0.06876956444800655,-0.0005731209830689474,-0.0006049149720055129,-0.037928,-2.0906109529989007e-05
19,4.0,-0.272472,2978,705,3333,160,545,0.118818,0.06874739287110507,-0.000537224937031867,-0.0003117938092441142,-0.037933,-2.588672766979259e-05
20,5.0,-0.248584,3234,2520,1518,587,1933,0.118746,0.06861319596123629,-0.0006007690252614533,-0.00014366666639982581,-0.038046,-3.497035397993536e-05
21,3.0,-0.828362,660,3656,382,2081,1575,0.118347,0.06891218594125637,-0.0014862293302561878,-0.0009154533409783778,-0.037562,3.6025932229522426e-05
22,5.0,-0.692933,3234,3969,69,2161,1808,0.118274,0.06882471938581725,-0.0016492614577183064,-0.0009154533409783778,-0.037615,1.5072265480327074e-05
23,4.0,-0.708449,2978,3658,380,1860,1798,0.11824,0.06861376333654522,-0.0017751321168009964,-0.00047123943568060355,-0.038062,7.086978961996559e-05
24,3.0,-0.17273,2677,201,3837,24,177,0.118238,0.06861279125775005,-0.0018366641842842556,-0.00047123943568060355,-0.038056,7.29421298385487e-05
25,1.0,-0.587247,2677,3333,705,1597,1736,0.11771,0.06870277558724078,-0.0016409471439522935,0.0010202260353995045,-0.037445,0.00011873178074223773
26,4.0,0.931225,2677,3876,162,2290,1586,0.118111,0.0694627490369156,-0.0014750915657386861,-4.644835775551961e-05,-0.036948,8.919550938794212e-05
27,3.0,0.460005,2022,172,3866,74,98,0.118145,0.06946726250415564,-0.0013564359223867488,-4.644835775551961e-05,-0.037002,7.373379444199841e-05
28,0.0,-0.838253,2677,3652,386,2152,1500,0.117818,0.06954566985577233,-0.0006989936259163046,0.0005793822380212522,-0.036631,8.862946168636582e-05
29,1.0,0.335564,2677,2864,1174,901,1963,0.118254,0.06959013662673065,-0.0007685942816775444,-0.0003968564041682753,-0.037097,5.266731759129277e-05
30,3.0,-0.331349,183,3042,996,837,2205,0.11815,0.06956631115334118,-0.0008426344136446597,7.71016511645941e-05,-0.037041,6.492478231028261e-05
31,5.0,0.650553,2677,2422,1616,1251,1171,0.118438,0.06979026360689093,-0.001130617803384923,-0.00010054947979704898,-0.036934,0.00010541364919152385
32,0.0,-0.570672,857,2083,1955,945,1138,0.118168,0.06966197853151518,-0.00019513114274181481,0.002470207220732747,-0.036594,0.0001306118665720636
33,0.0,-0.245424,2677,204,3834,41,163,0.118163,0.06966035861579571,-0.00027188151170182633,0.002470207220732747,-0.036586,0.00013373220664916898
34,1.0,-0.556553,328,10,4028,4,6,0.11816,0.06965489633103361,-0.00027188151170182633,0.002470207220732747,-0.036577,0.00017076236262837175
35,3.0,0.062427,2022,13,4025,2,11,0.11816,0.06965459113892275,-0.00027188151170182633,0.002470207220732747,-0.036577,0.0001708917826018125
36,4.0,-0.551645,2978,732,3306,298,434,0.118142,0.06962891487987656,-0.00024412686816592833,0.0022108003107301974,-0.036625,0.00013737274323563276
37,1.0,0.52511,2677,2796,1242,1244,1552,0.118609,0.06950187186450628,-0.0012414048420901255,0.0008368937541476659,-0.037192,0.00011308246717720247
38,1.0,-0.489366,2677,3062,976,1314,1748,0.117997,0.0696346488217776,-0.0013722637803861262,7.585607259152192e-05,-0.036389,9.513111783330543e-05
39,4.0,-0.10524,237,347,3691,23,324,0.117997,0.06963424794244655,-0.0013722637803861262,7.585607259152192e-05,-0.036389,9.517335247412884e-05
40,2.0,0.445429,2853,2697,1341,1027,1670,0.118357,0.06959640853138481,-0.0016020580559157535,-0.0006485917282826488,-0.036819,0.00012000907913914494
41,1.0,-0.671714,3091,3653,385,1927,1726,0.117698,0.06975097080706744,-0.002248068251029359,-1.906880171737661e-05,-0.035993,0.00015631722471973414
42,4.0,0.701954,2677,3892,146,2004,1888,0.118009,0.07055221954273251,-0.002273441906143429,-0.00010481135231940193,-0.03566,0.0001701465210252003
43,4.0,0.749719,2677,3131,907,1676,1455,0.118524,0.07135847305517097,-0.0028579527683064163,-0.0003591124865945882,-0.035333,0.00016064476316434367
44,1.0,0.357057,2677,2038,2000,671,1367,0.118634,0.07135176069341205,-0.003409229088002588,0.000158785559732569,-0.035477,0.0001631791776233682
45,2.0,0.262092,2677,223,3815,48,175,0.118663,0.07133013295382547,-0.0033457240717590753,0.000158785559732569,-0.035511,0.00015710249536467617
46,1.0,0.323409,3234,3437,601,1002,2435,0.118924,0.0712135277170582,-0.0034160273209504857,-0.0015864152748257358,-0.03586,0.0001345327503782934
47,4.0,-0.673508,2978,3911,127,1934,1977,0.118732,0.07077036587729438,-0.0028703186991243974,-0.0019602587130502077,-0.036017,0.00010278362930872173
48,1.0,0.686776,58,3689,349,1922,1767,0.119437,0.07072407267940363,-0.0025110029780131384,-0.0025329536796329095,-0.03692,0.0001188730202470728
49,2.0,-0.370808,3234,755,3283,230,525,0.119417,0.0707127146976267,-0.0026075214416020056,-0.0025329536796329095,-0.0369,0.00013377375887874734
50,1.0,0.382281,1241,3429,609,1206,2223,0.119969,0.07092558995005849,-0.0025408984343672997,-0.002700094042908167,-0.03737,0.00013565433988064546
51,0.0,-0.826821,834,3863,175,2226,1637,0.11964,0.07084508069982742,-0.0026062063548290904,-0.0015612871596166666,-0.03685,8.862316879869447e-05
52,4.0,-0.7165,2978,3839,199,1943,1896,0.119352,0.07027763472585563,-0.0028016489543582963,-0.001244406280952626,-0.037381,7.601443136958072e-05
