,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction,user_activity
66,3.0,0.509756,1252,2757,1281,1147,1610,0.11543,0.08170210681905118,-0.0036662853410162795,0.001371602003145147,-0.015437,0.0006562990518473028,0.862625675198878
67,0.0,0.655686,2393,1986,2052,685,1301,0.115754,0.08189897941195971,-0.0036859880843094035,0.000929760540576551,-0.01554,0.0006415815351352453,0.862610957682166
68,4.0,-0.339661,351,2233,1805,478,1755,0.115484,0.08159735976346272,-0.0036740003373513298,0.0013612872918046068,-0.015624,0.0006611685492476494,0.8626230857584224
69,4.0,0.55661,2790,2672,1366,901,1771,0.116039,0.0822214788711266,-0.0033870337840865255,0.0014262095737057594,-0.015652,0.0007036445581607466,0.8626230857584224
70,2.0,0.649722,1547,3138,900,1434,1704,0.117098,0.08245625149389882,-0.0029383263697641995,0.002318289222399851,-0.016386,0.0007286532814420869,0.8626230857584224
71,0.0,0.676847,2755,1889,2149,694,1195,0.117378,0.08257689339086122,-0.0030269541076088434,0.0026719634865685253,-0.016411,0.0007302718916591372,0.8626230857584224
72,3.0,0.768761,1058,3426,612,1818,1608,0.11942,0.08407248282547218,-0.0024016651621129198,0.002415330271705168,-0.016642,0.0007485918223350471,0.8626230857584224
73,0.0,-0.505987,2790,1834,2204,526,1308,0.119212,0.08377233781378202,-0.002790734628696972,0.002240245347425928,-0.016658,0.0007351534877637836,0.8626096474238513
74,0.0,0.50125,2072,2135,1903,603,1532,0.119486,0.08380613984751914,-0.003194175364793429,0.0025193189089824657,-0.016583,0.0007458261707711287,0.8626203201068585
75,4.0,-0.412028,1983,134,3904,33,101,0.11948,0.08385284714635781,-0.003194175364793429,0.0025193189089824657,-0.016568,0.0007570912363814282,0.862631585172469
76,4.0,0.505494,2496,2696,1342,854,1842,0.120143,0.08435169773280221,-0.0031179587516326213,0.003750457882729016,-0.016521,0.000707923892979596,0.8625824178290671
77,5.0,0.41513,3862,6,4032,1,5,0.120142,0.08435270802272625,-0.0031179587516326213,0.003750457882729016,-0.016517,0.000719914639451495,0.8625824178290671
78,2.0,-0.426455,2790,1937,2101,645,1292,0.119714,0.08463386405914858,-0.0031059431265822615,0.0033402280748789236,-0.015876,0.0007270983730489201,0.8625824178290671
79,5.0,-0.271491,1023,18,4020,2,16,0.119713,0.08463059113064769,-0.0031059431265822615,0.0033402280748789236,-0.01588,0.0007241822493724132,0.8625795017053907
80,1.0,-0.600844,2195,2573,1465,1030,1543,0.11907,0.08415762515887089,-0.0026723551355955326,0.0034493250173909234,-0.016122,0.0007363431802959092,0.8625916626363141
81,0.0,0.826338,289,2,4036,0,2,0.119067,0.08415538751112038,-0.0026723551355955326,0.0034493250173909234,-0.01612,0.0007568361859903879,0.8625916626363141
82,1.0,-0.335564,1586,1535,2503,373,1162,0.118876,0.08390461696890204,-0.0023857228117635525,0.0031535051127487518,-0.016171,0.000773538488540524,0.8625916626363141
83,0.0,-0.552554,1249,2256,1782,696,1560,0.118672,0.0837291681173101,-0.0024581293219851576,0.0031535051127487518,-0.016273,0.0007916936705162606,0.8626098178182897
84,1.0,0.669822,3529,287,3751,126,161,0.118782,0.08386563212436579,-0.0021890936138525313,0.0030645157061390624,-0.016253,0.0007616788896299026,0.8625798030374034
85,5.0,-0.51065,2148,2746,1292,1074,1672,0.118058,0.08351215630451668,-0.0020499696293739813,0.0017944286003049128,-0.01637,0.0007996554679908832,0.8626177796157645
86,1.0,-0.624921,1547,2,4036,0,2,0.118058,0.08351195432143185,-0.0020499696293739813,0.0017944286003049128,-0.01637,0.0007974847079017522,0.8626156088556752
87,5.0,0.368528,148,192,3846,55,137,0.118064,0.08360124495893435,-0.001932164954120668,0.0017944286003049128,-0.016337,0.000831050466752953,0.8626156088556752
88,4.0,0.780724,2790,3375,663,1530,1845,0.119281,0.08507127711097123,-0.0020481890721513393,0.0039946951280469,-0.015796,0.0008447643563295808,0.8626293227452518
89,2.0,-0.561024,2725,2458,1580,1003,1455,0.118715,0.08498801586294072,-0.001429557746499401,0.004088082559190127,-0.015176,0.0008199832223855352,0.8626045416113078
90,0.0,0.534075,2448,1863,2175,544,1319,0.119041,0.08494820386412415,-0.001604587967128902,0.004603541190615913,-0.015146,0.0008157322444206925,0.862600290633343
91,4.0,0.41089,1584,2338,1700,659,1679,0.119638,0.08542234771293042,-0.0019306346116688211,0.0038937840247166102,-0.014815,0.0008077874561067534,0.862592345845029
92,2.0,0.428074,1208,1621,2417,473,1148,0.120022,0.08565496437810843,-0.0014292601353659764,0.0038199347660958713,-0.015058,0.000793454898543,0.8625780132874653
93,2.0,0.344684,318,181,3857,47,134,0.12005,0.08567063620309642,-0.0013968674979804557,0.003478282961772285,-0.015101,0.0007894313221627078,0.862573989711085
94,1.0,0.6983,2790,2806,1232,1171,1635,0.120784,0.0865352620013053,-0.0019143749663277393,0.003798460404550634,-0.014749,0.0007711680267925668,0.8625557264157149
95,5.0,-0.568913,1990,642,3396,306,336,0.120621,0.0864317214243607,-0.001719253886398504,0.003860057107747763,-0.01468,0.000763922966133988,0.8625484813550562
96,4.0,0.540474,2790,3171,867,1193,1978,0.121821,0.08681114353381073,-0.0018553786050805356,0.003788410059471065,-0.01463,0.0007382607972803112,0.8625228191862027
97,2.0,-0.320614,1091,1789,2249,413,1376,0.121585,0.08700176231680382,-0.0017139313963186673,0.0033914594352379714,-0.01434,0.0007439632236234655,0.8625228191862027
98,0.0,0.217357,416,991,3047,122,869,0.121639,0.08709534772747005,-0.0018122591576024325,0.0033914594352379714,-0.014331,0.0007184500520463424,0.8624973060146254
99,2.0,0.506019,318,183,3855,73,110,0.121721,0.08711467373816371,-0.0018703760701272922,0.0030811473840170155,-0.014394,0.000703223799673643,0.8624820797622528
100,5.0,0.399902,17,26,4012,11,15,0.121732,0.087134112679216,-0.0018384213328408495,0.0030811473840170155,-0.014374,0.0007183816110130835,0.8624972375735922
101,0.0,-0.429825,2790,2412,1626,627,1785,0.121515,0.08686475618216172,-0.001869121265451452,0.0030497488794799616,-0.014398,0.000707419163625116,0.8624862751262042
102,0.0,0.27549,1742,12,4026,0,12,0.121515,0.0868651848605532,-0.001869121265451452,0.0030497488794799616,-0.014398,0.0007098683734130174,0.8624881545518046
103,4.0,-0.721235,1983,160,3878,62,98,0.121532,0.08689101672950897,-0.0018520068817452114,0.003204795234497072,-0.01437,0.0007552085566266841,0.8625334947350183
104,1.0,0.412498,1983,140,3898,67,73,0.121642,0.08691319937257443,-0.0017539926746145877,0.0030497488794799616,-0.014375,0.0008419326219893977,0.8625334947350183
105,5.0,0.491704,2790,2771,1267,991,1780,0.122484,0.08751664584372396,-0.0020614184055735016,0.003922451779002969,-0.014454,0.0007990729785132897,0.8624906350915422
106,3.0,0.532144,3509,0,4038,0,0,0.122484,0.08751664584372396,-0.0020614184055735016,0.003922451779002969,-0.014454,0.0007990729785132897,0.8624906350915422
107,0.0,0.954546,1742,2591,1447,1175,1416,0.123116,0.08815099111652573,-0.003110873268079333,0.002858151034708429,-0.014507,0.0008138105249356715,0.8624906350915422
108,0.0,0.675018,1895,2,4036,0,2,0.123116,0.08815091958509814,-0.003110873268079333,0.002858151034708429,-0.014507,0.0008144134959681053,0.8624912380625747
109,5.0,0.571205,31,1014,3024,429,585,0.123502,0.08836905360522848,-0.00267976992621659,0.0030721904881063603,-0.014597,0.0008036055657873675,0.862480430132394
110,1.0,0.680443,1983,692,3346,342,350,0.123849,0.0891196072297398,-0.003160257693650435,0.002528836365419765,-0.014356,0.0008501375126388984,0.8625269620792454
111,5.0,0.285144,478,2398,1640,550,1848,0.12427,0.08945002416160007,-0.002756354521127175,0.002550770373316151,-0.014302,0.0008520136948622209,0.8625288382614689
112,2.0,0.443164,318,2476,1562,817,1659,0.124796,0.0894725662508236,-0.003076119308505458,0.0024462317161154244,-0.014703,0.0008056878221214434,0.862482512388728
113,3.0,0.716898,2691,3619,419,1929,1690,0.126871,0.09148851180446235,-0.0031677812150877746,0.0019659817809440216,-0.014622,0.0006475307040229041,0.8623524295018747
114,2.0,-0.509061,3935,2993,1045,1142,1851,0.126412,0.09125816707483296,-0.002567159680825439,0.0037004851730901584,-0.014208,0.0005742049798337485,0.8622791037776857
115,5.0,0.611673,318,2774,1264,1221,1553,0.127743,0.09263429227798589,-0.002704415803611802,0.003963230976429103,-0.014218,0.0005407391219481332,0.8622456379198001
116,1.0,0.517297,76,188,3850,65,123,0.127799,0.09266550886464327,-0.0026023805226965523,0.004319887134838684,-0.014236,0.0005196996666374127,0.8622245984644894
117,1.0,-0.72589,3087,2895,1143,1291,1604,0.127072,0.0919501172143498,-0.0036389860503192313,0.004427444999409914,-0.014442,0.00043028552947474874,0.8621351843273266
118,0.0,-0.458722,2790,2451,1587,672,1779,0.126651,0.09162031229425822,-0.0029650573031738446,0.003818231703282536,-0.014588,0.000432103380427955,0.8621370021782799
119,1.0,0.473283,2953,3,4035,0,3,0.126658,0.09162578128414993,-0.0029650573031738446,0.003818231703282536,-0.014583,0.0004695231460465074,0.8621370021782799
120,2.0,-0.619674,2790,2503,1535,1011,1492,0.126023,0.09144480017386525,-0.0028600177095741927,0.0035154174910021797,-0.014064,0.0005122307407481663,0.8621797097729815
121,5.0,0.418555,318,151,3887,50,101,0.126097,0.09148793424802747,-0.0027394585987211297,0.004044490879626058,-0.014083,0.0005239732760291764,0.8621914523082626
122,3.0,0.290255,1604,2,4036,0,2,0.126097,0.09148810766017444,-0.0027394585987211297,0.004044490879626058,-0.014083,0.0005249045461455417,0.8621914523082626
123,5.0,0.0,152,4,4034,0,4,0.126097,0.09148810766017444,-0.0027394585987211297,0.004044490879626058,-0.014083,0.0005249045461455417,0.8621914523082626
124,4.0,-0.457828,3189,853,3185,329,524,0.125886,0.09144055824161654,-0.0027557781605005533,0.004154314262538393,-0.014078,0.00046464066894821567,0.8621311884310652
125,1.0,-0.382328,2425,8,4030,0,8,0.125885,0.091439723720447,-0.0027557781605005533,0.004154314262538393,-0.014077,0.00047124097843076094,0.8621311884310652
126,3.0,-0.75843,3392,3003,1035,1662,1341,0.124065,0.08965794079256205,-0.0031642324626671866,0.0027416792290466054,-0.014144,0.0005265891091561879,0.8621369490153683
127,3.0,0.367183,2790,2672,1366,921,1751,0.125159,0.09033059225536746,-0.002760878757380059,0.0037050295589530864,-0.014362,0.0005306704741805339,0.8621410303803926
128,4.0,-0.688897,1983,163,3875,61,102,0.125142,0.09036203961465558,-0.0027255359733656067,0.0037117241732081358,-0.014383,0.00048255212805525555,0.8620929120342673
129,0.0,-0.532867,2416,3,4035,0,3,0.125142,0.09036208151029955,-0.0027255359733656067,0.0037117241732081358,-0.014383,0.000482799780114346,0.8620931596863265
130,5.0,0.33696,318,825,3213,254,571,0.125453,0.09045955121300997,-0.002846113965587901,0.004783435833900708,-0.014405,0.0004337837612978072,0.8620441436675099
131,3.0,0.365158,2790,2413,1625,860,1553,0.126527,0.0913323247800014,-0.0020433407443273665,0.004434988468948666,-0.014485,0.0004062491240113502,0.8620166090302235
132,1.0,-0.73025,773,3475,563,1550,1925,0.125766,0.08998571889278177,-0.002088163571763473,0.005191039244574542,-0.014909,0.0004033272315108492,0.862013687137723
133,3.0,0.476745,2790,2721,1317,1149,1572,0.127094,0.09068694732830912,-0.001307927057270207,0.004881669812636507,-0.015157,0.00036737840754452094,0.8619777383137566
134,1.0,0.511795,2790,2547,1491,787,1760,0.127595,0.09121942287961156,-0.001551733135307258,0.00553691103746794,-0.01528,0.0003658693855093637,0.8619762292917215
135,0.0,-0.377927,2790,370,3668,63,307,0.127565,0.0912044584957295,-0.001555565871492638,0.00553691103746794,-0.01531,0.0003600392764411993,0.8619703991826532
136,0.0,0.552694,1572,1799,2239,547,1252,0.127899,0.0912325724234056,-0.001554037352247889,0.0054363576794539655,-0.015257,0.00027598802613171676,0.8618863479323438
137,5.0,0.730716,3932,679,3359,344,335,0.128026,0.09091498110675016,-0.0011936459350709472,0.005182457373843955,-0.015469,0.000247537361775853,0.861857897267988
138,5.0,-0.418555,2790,2721,1317,973,1748,0.127277,0.090129834387304,-0.001965137069233718,0.0047566131160101275,-0.015765,0.00025423635905240665,0.861857897267988
139,3.0,0.273248,2790,2215,1823,700,1515,0.128009,0.09066580914945489,-0.001455351514380592,0.005182463468809188,-0.015897,0.00023066587130791543,0.8618343267802434
140,2.0,-0.284499,217,10,4028,1,9,0.128009,0.09066628884385432,-0.001455351514380592,0.005182463468809188,-0.015896,0.00023467062495980946,0.8618380140790798
141,3.0,0.676498,2790,2851,1187,1519,1332,0.129666,0.09225338905347616,-0.0009635694194719362,0.0059329088909782545,-0.015922,0.00022567364550945046,0.8618290170996294
142,4.0,-0.526674,1983,19,4019,0,19,0.129666,0.09225336847135102,-0.0009635694194719362,0.0059329088909782545,-0.015922,0.0002247190840625055,0.8618280625381826
143,5.0,-0.593031,1823,3516,522,1577,1939,0.128325,0.09116978341701439,-0.0012731018173401708,0.00735125514498903,-0.015944,0.00020395500879635055,0.8618072984629164
144,3.0,-0.366327,3344,2643,1395,1031,1612,0.12676,0.08969177378776524,-0.002209824720982865,0.0058518493977186056,-0.015901,0.0002113691707176182,0.8618072984629164
145,0.0,0.441231,1742,10,4028,0,10,0.12676,0.08969268089891029,-0.002209824720982865,0.0058518493977186056,-0.0159,0.00021710675675376575,0.8618072984629164
146,3.0,-0.425844,318,2768,1270,1204,1564,0.125228,0.0886234380497071,-0.0020003796963868003,0.00690621546185277,-0.01597,0.00022948462256213416,0.8618196763287247
147,4.0,-0.616556,3528,3,4035,1,2,0.125217,0.08861335771465356,-0.0020003796963868003,0.00690621546185277,-0.015958,0.00026493763073247333,0.8618196763287247
148,1.0,0.423264,2790,2170,1868,590,1580,0.125537,0.08911181438078258,-0.0021059640653075815,0.007669722198313949,-0.015737,0.0003439262912920178,0.8618196763287247
149,4.0,0.317707,2790,593,3445,152,441,0.125705,0.0891164039115025,-0.002480281213852026,0.0073438094230072705,-0.015772,0.00036602267653589,0.8618196763287247
150,2.0,0.28717,3999,15,4023,2,13,0.125707,0.08911828233048404,-0.002480281213852026,0.0073438094230072705,-0.015776,0.00036281651389437206,0.8618164701660831
151,0.0,-0.19839,2790,228,3810,22,206,0.125702,0.08912213190592086,-0.0023988789624588467,0.0073438094230072705,-0.015792,0.0003496771180043003,0.8618033307701931
152,4.0,-0.881718,1745,2552,1486,1298,1254,0.124917,0.08807337771123991,-0.002514622985985117,0.006239948046158798,-0.016372,0.00039903294865545157,0.8618062526626936
153,0.0,-0.432427,1255,2437,1601,605,1832,0.124595,0.08782243363831323,-0.001795897582855291,0.005637761691126511,-0.016471,0.0004698616686356447,0.8618770813826739
154,2.0,0.475351,2864,6,4032,1,5,0.124599,0.08782524712423212,-0.001795897582855291,0.005637761691126511,-0.016469,0.0004664122999800369,0.8618736320140182
155,4.0,-0.302225,1983,19,4019,0,19,0.1246,0.08782529626387794,-0.001827670223980987,0.005637761691126511,-0.016469,0.00046636718068266005,0.8618735868947208
156,0.0,-0.339213,179,3,4035,0,3,0.124601,0.08782618216478671,-0.0018214990474462718,0.005637761691126511,-0.01647,0.0004575355391872404,0.8618647552532254
157,4.0,-0.34042,1983,19,4019,0,19,0.124601,0.08782623722681847,-0.0018214990474462718,0.005637761691126511,-0.01647,0.0004574847175925257,0.8618647044316307
158,5.0,-0.381985,1505,796,3242,253,543,0.124375,0.08765121076088776,-0.0012941930396564193,0.005482929949282926,-0.016443,0.00044168533655761607,0.8618489050505957
159,4.0,0.494818,1257,2608,1430,890,1718,0.125114,0.08830080498465986,-0.0016253154614570288,0.004305311630379046,-0.016512,0.0004549400778302083,0.8618621597918683
160,3.0,0.632003,1829,34,4004,16,18,0.125128,0.08831713738717344,-0.0016238543147552946,0.004305311630379046,-0.016503,0.0004461387243598773,0.8618533584383979
161,5.0,0.662249,2790,2816,1222,1208,1608,0.126211,0.08943532377921781,-0.0012997221760609227,0.005287464642050328,-0.016362,0.00041662365874957775,0.8618238433727877
162,1.0,-0.427224,318,188,3850,59,129,0.126196,0.0894725195982043,-0.001186156450215141,0.005287464642050328,-0.016339,0.0003925991158995088,0.8617998188299376
