Unnamed: 0,network_polarization,network_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction
0,0.1176053,0.07496445884849695,-0.0009739931892239499,-0.00070003050171881,-0.0054619000000000004,7.226494577178071e-06
100,0.11715987500000001,0.07563186715277688,-0.0007408865505982987,0.0001466010980353886,-0.005523579,-4.0903721625759275e-05
200,0.1230965,0.07946199855328123,-0.0009380974189594063,0.000645259979489975,-0.005440653000000001,-0.00012670391936789186
300,0.12440909100000001,0.08044176328549874,-0.00037748713384173004,0.0013554265913994245,-0.005635,-0.00012241184777850124
400,0.127108753,0.08218176575483847,-0.00048490864861878947,0.0022960511780186943,-0.005676842,-9.030964300199432e-06
500,0.126504545,0.08233231361069737,-0.0006990814406177232,0.0026762292679633416,-0.006080616999999999,0.00012363796904772434
600,0.126078402,0.08214821173693711,-0.0004951259029199048,0.0027219248448120876,-0.006529302,0.00011504190558169606
700,0.127281454,0.08311616565759097,-0.0008532045712620505,0.0031903614956751165,-0.006485167000000001,0.0001662347557010601
800,0.125621628,0.0824550974350267,-0.0006486160049792006,0.00260967054949922,-0.005689364,0.00023023284757465464
900,0.125336849,0.08274629867761306,4.170176546483973e-05,0.0037601676807950952,-0.0053462860000000004,0.00025931899391893205
1000,0.12697792400000002,0.08377468133607655,-1.5600609367336802e-05,0.003409022980509867,-0.005407885,0.00024206201762314754
1100,0.12766851499999998,0.08440141080319495,0.0001286578607906481,0.002734432982756762,-0.005426095999999999,0.0002571057619932938
1200,0.128821862,0.08519094964632115,0.00024377503000672752,0.003437887807949873,-0.005369617,0.00037780044221077453
1300,0.129709368,0.08578676989058978,-0.00013933482893788488,0.0028316724389586406,-0.005159366000000001,0.00046375131547290603
1400,0.13071422500000002,0.08636660494685888,-0.0003550295962357667,0.0038640100244430008,-0.0052041959999999995,0.0004479149515408639
1500,0.13001712599999998,0.08617910266398238,-9.924005418840048e-05,0.00409450216486801,-0.005081527,0.0004637652272804786
1600,0.131002277,0.08709125703927287,-3.762743477033523e-05,0.0033402974240560475,-0.0052202130000000005,0.0004340523786852843
1700,0.131699267,0.08752809999863995,8.797280150086017e-05,0.003420860404367741,-0.005169238,0.0004122936933553879
1800,0.131959892,0.08778736977646762,0.0004388929321890164,0.0033605679198077582,-0.0051357830000000005,0.0005248650874603392
1900,0.13202947099999998,0.08797093918522357,0.0003632599033151305,0.0040021278224869694,-0.005049104999999999,0.0005419958795058173
2000,0.131176797,0.08761151315935033,0.0007560375306291693,0.0033699001333317045,-0.0048383969999999995,0.0005675365743960015
2100,0.12981482700000002,0.08696142703308869,0.0006505942138339598,0.0034824048531533532,-0.004534786,0.0006121503195743696
2200,0.129181415,0.08666223786391408,0.0007971139480881725,0.0037385258523956284,-0.004659966,0.0006848162275166662
2300,0.129839485,0.08702279195783907,0.0006974997214414695,0.004135580129310291,-0.004732297,0.0007957437021254088
2400,0.13105513200000002,0.08790996387394565,0.001200137497261496,0.0046077638678503775,-0.004643698,0.0008269034463965011
2500,0.13032272,0.08737520794893724,0.0013436361972555108,0.00480704419759833,-0.004365254,0.000983736940014171
2600,0.129187846,0.08654997602867795,0.0014375826615710575,0.005473309804267954,-0.004126795999999999,0.0010815233317572161
2700,0.129989866,0.08711894150570045,0.0011610428730818507,0.00650837260660573,-0.004071293,0.0011640453079175398
2800,0.130443503,0.08764736238477777,0.0012946606199145507,0.0064950822168597325,-0.00409012,0.0012390355184809878
2900,0.130902346,0.08810560909919628,0.001571741544130316,0.006398137058239372,-0.004047671,0.001282966169354785
3000,0.131395101,0.08847767001537239,0.0013150709157303147,0.006537073778966083,-0.004006091,0.0013303749603910614
3100,0.131238354,0.08833846747429037,0.001396250537656238,0.006923088690646545,-0.003885708,0.001379362886362541
3200,0.131321139,0.08844895282265174,0.0017887871082032907,0.006879680642967056,-0.003807711,0.0015112920535774958
3300,0.13132148899999999,0.08838925901222681,0.002393829786475686,0.007687708368766754,-0.003787676,0.0016348498611698128
3400,0.131204817,0.08818645551253765,0.003222463088188075,0.008202731548550326,-0.003789658,0.0017333642945916252
3500,0.130773326,0.08807457545898442,0.0035864712656027047,0.008677716537934404,-0.003532992,0.0017586238061378426
3600,0.130354109,0.0878512665032731,0.0028538422342742568,0.007373032946853858,-0.003405994,0.0017400988432766406
3700,0.130624585,0.08791289466405222,0.0033618074685735407,0.007214074130740974,-0.003445646,0.0016811345304872756
3800,0.13113616,0.08843327069413254,0.0035299378561360214,0.007207808318114331,-0.0035606789999999998,0.0017897897950806445
3900,0.130754611,0.08837701358950217,0.003552321099277358,0.007631679423255303,-0.0034950330000000003,0.001933754842283318
4000,0.13054417000000001,0.0880439840284817,0.0026023795660574394,0.00810329981757112,-0.003425628,0.0020642346390245887
4100,0.129886214,0.08759711762787628,0.0027461778082202752,0.008159430432002008,-0.003340267,0.0022169194623889677
