Unnamed: 0,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,user_satisfaction,user_activity
25,1.0,-0.587247,2073.1,3169.8,868.2,1554.7,1615.1,0.11502699999999999,0.07414012078757154,-0.00046954207269676716,0.0006745783836160301,-0.0054718,4.0582734159318434e-05,0.8766974117142249
26,4.0,0.9312249999999999,1991.9,3338.2,699.8,1985.0,1353.2,0.1153634,0.07435573541916415,-0.0005915016657673693,0.00021816834049639996,-0.005416000000000001,3.660271551668819e-05,0.8766869313701244
27,3.0,0.46000499999999994,2234.7,2222.2,1815.8,946.3,1275.9,0.11568890000000001,0.07447256297213259,-0.0006002651507107401,0.00023826710613120003,-0.0053621,3.5645059425493e-05,0.876676215332739
28,0.0,-0.8382530000000001,2142.7,2636.7,1401.3,1521.7,1115.0,0.11542680000000001,0.07446063507335346,-0.0003395648233200281,0.00015766314242945928,-0.0054519,3.372826024256411e-05,0.8766950749162519
29,1.0,0.335564,1654.8,1811.0,2227.0,566.0,1245.0,0.11558779999999999,0.07456064392955561,-0.0002713693833479282,0.00011671866755936485,-0.005527499999999999,2.3782203050205797e-05,0.8766694546265762
30,3.0,-0.331349,1853.4,1972.1,2065.9,613.0,1359.1,0.1154105,0.07451002578802159,-0.00020480903382587737,8.545465120049474e-05,-0.0055687,2.3257249725460316e-05,0.8766731640547176
31,5.0,0.650553,2229.0,2909.3,1128.7,1493.7,1415.6,0.1157281,0.07471674470965431,-0.0003132316050839149,7.574043489669483e-05,-0.005577300000000001,1.4971716342608354e-05,0.8766389276595704
32,0.0,-0.570672,1670.7,1920.3,2117.7,839.0,1081.3,0.11552290000000001,0.07454512604893984,-0.0002726930600099,0.0002972653972048399,-0.0055617999999999996,2.128240617920134e-05,0.8766164756231752
33,0.0,-0.245424,2166.0,1325.4,2712.6,269.7,1055.7,0.11546000000000001,0.0745053881470244,-0.00037408673281762004,0.00026615845981129983,-0.005559,2.411253362194062e-05,0.8766167731349357
34,1.0,-0.556553,1809.5,2635.5,1402.5,1238.4,1397.1,0.1152036,0.07444354980584536,-0.0003602620626007814,0.00043477312203753823,-0.0054959,2.3988866129563288e-05,0.8766183115235769
35,3.0,0.062426999999999996,2179.1,353.8,3684.2,24.5,329.3,0.1152086,0.07445051152450688,-0.0003632702346911514,0.00043477312203753823,-0.0054947,2.3970357260549987e-05,0.8766172722753647
36,4.0,-0.551645,2203.6,2116.9,1921.1,902.2,1214.7,0.11503730000000001,0.0743999043648291,-0.00028296488007418266,0.0005539086443832184,-0.0054684,1.8871676849094753e-05,0.876619030284773
37,1.0,0.52511,1935.0,3251.8,786.2,1435.3,1816.5,0.1154207,0.07462883093642737,-0.00024177383412522002,0.00056607199040249,-0.0054973999999999995,1.433596682737295e-05,0.8766132100817523
38,1.0,-0.4893660000000001,1734.0,2671.8,1366.2,1127.2,1544.6,0.1152452,0.07449277318958193,-0.0002180290600895508,0.00052571949836507,-0.0054827,1.2516630272248432e-05,0.8766098200501851
39,4.0,-0.10524,2016.0,315.0,3723.0,28.2,286.8,0.11523939999999999,0.07448928006715452,-0.0002231855618523708,0.00052571949836507,-0.0054831,1.2995605873645442e-05,0.8766090119141703
40,2.0,0.445429,1871.5,2676.1,1361.9,1074.7,1601.4,0.1155459,0.07475313908062761,-0.00025414671140808296,0.00033748493279409,-0.0054754,2.0580587304682967e-05,0.8766065003519025
41,1.0,-0.671714,2041.6,2769.2,1268.8,1457.0,1312.2,0.1152933,0.07459599572000677,-0.0004984522090753501,0.00022765427221002992,-0.0053969000000000005,2.1659672946948163e-05,0.8766265148387804
42,4.0,0.701954,1682.4,2926.5,1111.5,1479.5,1447.0,0.11564870000000001,0.07482237173850195,-0.00068978660191371,0.00016880811531147996,-0.005349400000000001,1.2557233565318851e-05,0.8765932977429646
43,4.0,0.749719,1942.4,3454.6,583.4,1842.9,1611.7,0.11612070000000001,0.07510562832301405,-0.0005585280743086,0.00022358601996991,-0.005289199999999999,1.1020462579526417e-05,0.8765789946811506
44,1.0,0.357057,2508.1,1367.9,2670.1,427.7,940.2,0.11628989999999999,0.0752023325963499,-0.00056565806320416,0.00033424554637027,-0.005333599999999999,4.573390966266437e-06,0.8765764193020346
45,2.0,0.262092,2192.0,2302.4,1735.6,576.3,1726.1,0.1164383,0.07534851994753534,-0.00057377694929321,0.0003945878926395499,-0.005379699999999999,2.9873127665907823e-06,0.8765819901726933
46,1.0,0.323409,1893.9,1697.7,2340.3,507.8,1189.9,0.1165979,0.07543008519917266,-0.00039962477285558005,0.00020099736368020993,-0.0054477,3.756986370004583e-06,0.8765831062162686
47,4.0,-0.673508,2394.2,2755.3,1282.7,1369.2,1386.1,0.1163229,0.07530369865377748,-0.00022711363839993007,0.00017972233291987,-0.005579399999999999,1.8769133291852621e-06,0.8765918952440807
48,1.0,0.686776,1934.8,2999.0,1039.0,1576.1,1422.9,0.11671899999999999,0.07554424719044439,-0.00046158541438055,9.500835991750007e-05,-0.0055994999999999994,-1.704470336381428e-05,0.8765813270134956
49,2.0,-0.370808,2129.8,3023.9,1014.1,1065.1,1958.8,0.11647590000000001,0.07537744628794703,-0.00040471101225248,0.00018466958878106006,-0.005533999999999999,-1.895592702478318e-05,0.8765711995396983
50,1.0,0.382281,2233.6,1835.2,2202.8,638.9,1196.3,0.1166983,0.07551460714328986,-0.00046042919446401005,0.00036339504394317004,-0.005583599999999999,-3.7267421949266584e-05,0.8765500229241996
51,0.0,-0.826821,1861.1,2216.8,1821.2,1209.8,1007.0,0.1165725,0.07550818358070951,-0.0003310879608327,0.0006013379645570852,-0.0055855,-6.89115598959416e-05,0.8765072147909982
52,4.0,-0.7165,2422.9,2551.3,1486.7,1303.1,1248.2,0.116394,0.07538831940653762,-0.00038595744223764,0.00042856508718439404,-0.0056722000000000005,-7.77358049140496e-05,0.8765191394239995
53,2.0,-0.621121,1784.9,2693.6,1344.4,1361.2,1332.4,0.1161667,0.07525381484922464,-0.00030036449337739006,0.000583417002845904,-0.005573100000000001,-5.473095965532937e-05,0.8765449545508549
54,5.0,-0.46916,1542.3,3048.1,989.9,1274.8,1773.3,0.11591119999999999,0.0751328220101595,-0.00023259231649271002,0.00035424790275452394,-0.005597300000000001,-6.354061418323634e-05,0.8765369023196736
55,4.0,-0.67529,1935.7,2824.6,1213.4,1391.9,1432.7,0.11566499999999999,0.07502913248951543,-0.00042516893043261384,0.00032328846654139994,-0.0056478,-7.198236595698487e-05,0.8765373117482
56,0.0,0.527943,2257.0,1423.1,2614.9,563.5,859.6,0.11580109999999999,0.07509042215879355,-0.00036771074773637996,0.0003190440299717,-0.0056452,-7.709630275182473e-05,0.8765315740771004
57,1.0,0.48067399999999993,2110.9,2910.9,1127.1,1219.0,1691.9,0.1162034,0.07535762617456827,-0.00047318512851505,0.00022707183687152,-0.005717600000000001,-7.559527521143242e-05,0.8765164065026183
58,5.0,0.64602,2270.6,2942.8,1095.2,1499.5,1443.3,0.1165822,0.07554293388218918,-0.0004918910862532707,0.00017988936580627993,-0.0057399,-8.453999046922182e-05,0.8764588171581023
59,0.0,-0.408563,2280.6,1314.2,2723.8,410.8,903.4,0.1165119,0.07548890145177625,-0.0005205589218416514,0.00010146602364788002,-0.005756700000000001,-8.466050696075629e-05,0.8764638010870176
60,2.0,0.548847,1973.1,2325.5,1712.5,1099.7,1225.8,0.11686110000000001,0.07577336343387661,-0.0005006072533474815,0.0004352054926568778,-0.0057583999999999995,-8.50356946150627e-05,0.8764668216428482
61,0.0,0.428672,2046.9,1730.0,2308.0,577.7,1152.3,0.11700079999999999,0.0758691680300537,-0.0005238835074742883,0.0007188656078027523,-0.005734399999999999,-8.50012047798343e-05,0.8764660683623333
62,4.0,0.552901,2250.6,2621.3,1416.7,1116.7,1504.6,0.11725729999999998,0.0760871465467858,-0.0006187361229695882,0.00090280029445336,-0.0057575000000000005,-8.721035691000603e-05,0.8764544287980847
63,3.0,0.778063,2288.5,3020.0,1018.0,1735.0,1285.0,0.1178292,0.07640024248569453,-0.0006310427546673016,0.00078622146937879,-0.005667299999999999,-9.434793379093211e-05,0.8764544790104875
64,1.0,-0.536411,1484.1,3085.7,952.3,1412.6,1673.1,0.1175332,0.07621304815573449,-0.00073936169445787,0.0007855258502446766,-0.005582200000000001,-0.0001046587900670302,0.8764530671833677
